,trackName,artistName,albumName,populartySong,genres,populartyArtist
480,Did,What I did,Born to run,52,"['classic swedish pop', 'dansband', 'danspunk']",45
481,Orchestral Manoeuvres In The Dark,Organisation,Enola Gay - Remastered,57,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",60
482,Rhye,Woman,Open,65,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",60
483,Peter LeMarc,LeMarc - Klassiker,Tess,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter', 'swedish soul']",45
484,MARINA,The Family Jewels,I Am Not a Robot,61,"['balkan trap', 'turbo folk']",56
485,Bo Kaspers Orkester,Så mycket Bo Kaspers Orkester,Sjungande sig till sömns,51,"['classic swedish pop', 'swedish jazz', 'swedish pop', 'swedish soul']",49
486,Milky Chance,Sadnecessary,Stolen Dance,79,['german pop'],71
487,Imagine Dragons,Night Visions,Nothing Left To Say / Rocks - Medley,88,"['modern rock', 'rock']",86
488,Silvana Imam,Naturkraft,Väck Mig När Ni Vaknat,49,['swedish pop'],66
489,The Features,Good Old Days,Good Old Days,51,[],38
490,O.A.R.,The Rockville LP,Peace,61,"['neo mellow', 'pop rock']",56
491,MisterWives,Our Own House,Not Your Way,71,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",60
492,Veronica Maggio,20 Questions,"20 Questions - From ""Bergman’s Reliquary""",67,['swedish pop'],65
493,Jessie Reyez,Figures,Figures,0,"['melodic rap', 'rap', 'trap']",80
494,Bastille,All This Bad Blood,Sleepsong,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
495,Hov1,Gudarna på Västerbron,Hon dansar vidare i livet,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
496,The Animals,Most of the Animals,House of the Rising Sun,75,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']",63
497,Lill-Babs,Så mycket bättre - musiken från TV-programmet,Huvudet högt,45,"['classic swedish pop', 'vintage swedish pop']",39
498,Tove Styrke,Så mycket bättre 2020 - Tolkningarna,Varje sår söker ett sår,51,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",55
499,Sivert Høyem,Endless Love,Handsome Savior,45,"['norwegian indie', 'norwegian pop', 'norwegian rock']",38
500,Bastille,Spotify Live,"Good Grief - Live From Spotify, London",76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
501,Sahara Hotnights,What If Leaving Is a Loving Thing,Cheek to Cheek,50,"['power-pop punk', 'swedish alternative rock', 'swedish indie rock', 'swedish pop']",40
502,Moonica Mac,Stark & Sårbar,Till slutet av augusti,57,['swedish pop'],66
503,Anna Ternheim,Shoreline,Shoreline - Radio Version,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
504,Amy Macdonald,Under Stars,Down By The Water - Acoustic,75,['scottish singer-songwriter'],59
505,Biffy Clyro,Only Revolutions,Many of Horror,49,"['modern alternative rock', 'modern rock', 'rock', 'scottish rock']",59
506,Avicii,TIM,Excuse Me Mr Sir (feat. Vargas & Lagola),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
507,Sherlock Holmes Investigation,Investigation No. 1,Think it Over,5,[],1
508,Lil Dicky,Professional Rapper,Molly (feat. Brendon Urie of Panic at the Disco),71,"['comedy rap', 'pop rap', 'rap']",61
509,Bastille,All This Bad Blood,Haunt - Demo,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
510,Action Bronson,Blue Chips 7000,TANK (feat. Big Body Bes),69,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",78
511,Jackson,Love Love Love,Love Love Love - Radio Edit,43,"['classic swedish pop', 'dansband', 'danspunk']",45
512,Emil Jensen,Allt jag gillar upphör,Allt jag gillar upphör,38,"['skansk musik', 'swedish singer-songwriter']",28
513,Us The Duo,Shake It Off,Shake It Off,65,"['folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'viral pop']",54
514,MARINA,Electra Heart,Living Dead,61,"['balkan trap', 'turbo folk']",56
515,Bastille,All This Bad Blood,Bad Blood,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
516,Iyaz,Replay,Replay,77,"['dance pop', 'pop rap']",63
517,MARINA,Happy,Happy,61,"['balkan trap', 'turbo folk']",56
518,Lil Baby,Drip Harder,Drip Too Hard (Lil Baby & Gunna),8,"['pop', 'uk pop']",90
519,The Killers,Wonderful Wonderful,Tyson vs Douglas,85,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",76
520,Miike Snow,Miike Snow,Black & Blue,55,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
521,Imagine Dragons,Night Visions,Round And Round,88,"['modern rock', 'rock']",86
522,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Name - New Version,75,"['neo mellow', 'permanent wave', 'pop rock']",70
523,Blå Tåget,Brustna hjärtans hotell,I Hagalund,37,"['svensk progg', 'swedish prog']",23
524,Lisa Nilsson,Innan vi faller,Innan vi faller,52,"['classic swedish pop', 'swedish jazz', 'swedish pop', 'swedish soul']",46
525,Robin Schulz,OK,OK,79,"['dutch hip hop', 'tropical house']",64
526,Hov1,Vindar på Mars,Ensammast i världen,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
527,Jill Scott,The Light of the Sun,Rolling Hills,0,"['gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",74
528,Albin Lee Meldau,På riktigt,På riktigt,63,"['swedish pop', 'swedish singer-songwriter']",53
529,Tomas Andersson Wij,Så Mycket Bättre 2017 - Tolkningarna,All Night,48,"['classic swedish pop', 'swedish alternative rock', 'swedish pop', 'swedish singer-songwriter']",41
530,Kendrick Lamar,To Pimp A Butterfly,King Kunta,86,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",90
531,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),84,"['dance pop', 'pop']",74
532,Razorlight,Up All Night,Golden Touch - Full Length,69,"['britpop', 'modern rock', 'pop rock', 'rock']",58
533,Johnossi,Blood Jungle,Hey Kiddo,52,"['swedish alternative rock', 'swedish indie rock']",43
534,Maja Ivarsson,Så mycket bättre - säsong 3,Want Ya!,45,[],30
535,Counting Crows,Somewhere Under Wonderland,Possibility Days,78,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",66
536,Llojd,Om vi faller,Om vi faller,33,"['kalmar indie', 'swedish soul']",27
537,mansionz,Mansionz,Gorgeous,64,['pop rap'],54
538,Brett Dennen,August: Osage County (Original Motion Picture Soundtrack),Can't Keep It Inside,54,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",52
539,The Boxer Rebellion,Promises,New York,54,['indie rock'],43
540,Jessie Ware,Tough Love,Tough Love,65,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house']",60
541,Macklemore & Ryan Lewis,The Heist,My Oh My,83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
542,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,Rich Girl,78,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",69
543,Les Big Byrd,Iran Iraq IKEA,Eon,38,"['neo-kraut', 'stockholm indie', 'swedish indie rock', 'swedish psychedelic rock']",27
544,Bastille,All This Bad Blood,Durban Skies,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
545,Max Frost,White Lies,White Lies - EP Version,1,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",77
546,Amason,Galaxy I,Marry Me Just for Fun,47,['swedish pop'],44
547,Norlie & KKV,Alla våra låtar,Västerbron,60,"['swedish idol pop', 'swedish pop']",53
548,Ebbot Lundberg,Så mycket bättre säsong 4 - Lills dag,Fri som en vind,28,['swedish alternative rock'],21
549,ALVA,Let Her Go,Let Her Go,51,"['swedish gangsta rap', 'swedish hip hop']",48
550,Christopher Cross,Christopher Cross,Ride Like the Wind,67,"['adult standards', 'album rock', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']",61
551,Matthew And The Atlas,Palace EP,Palace,50,"['indie anthem-folk', 'indie folk', 'stomp and holler', 'uk americana']",44
552,Bo Kaspers Orkester,Kaos,Innan klockan slagit tolv,51,"['classic swedish pop', 'swedish jazz', 'swedish pop', 'swedish soul']",49
553,Imagine Dragons,Night Visions,My Fault,88,"['modern rock', 'rock']",86
554,The National,Trouble Will Find Me,I Need My Girl,64,"['indie rock', 'modern rock']",63
555,Lukas Graham,Lukas Graham (Blue Album),Mama Said,58,"['danish pop', 'pop', 'scandipop']",69
556,MARINA,Froot,Can't Pin Me Down,61,"['balkan trap', 'turbo folk']",56
557,Dagny,Backbeat,Backbeat,39,"['classic swedish pop', 'danspunk', 'swedish rock-and-roll', 'vintage swedish pop']",31
558,Per Gessle,Name You Beautiful (Official Song - World Table Tennis Championship 2018),Name You Beautiful,57,"['classic swedish pop', 'swedish pop']",48
559,Lars Winnerbäck,Vi var där,Snö och marschaller - Live,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
560,Big Sean,Dark Sky Paradise,One Man Can Change The World,68,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78
561,Albin Johnsén,Tack För Idag,Tack För Idag,56,"['swedish idol pop', 'swedish pop', 'swedish pop rap']",47
562,Bastille,All This Bad Blood,"Weight Of Living, Pt. I",76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
563,Billy Joel,Streetlife Serenade,The Entertainer,80,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",75
564,Anna Ternheim,Separation Road,No Subtle Men,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
565,Bishop Briggs,Modern Rock,White Flag,75,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",62
566,Imagine Dragons,Night Visions,The River,88,"['modern rock', 'rock']",86
567,The High Kings,Irish Pub Song,Irish Pub Song,57,"['celtic', 'celtic rock', 'irish folk', 'irish pub song']",51
568,Linn Brikell,Without You,Without You - Acoustic,41,"['acoustic cover', 'channel pop', 'viral pop']",44
569,Little May,Little May,Boardwalks,57,"['indie folk', 'stomp and holler']",42
570,Anderson,Forever Young,Forever Young,85,"['dance pop', 'pop']",86
571,Lady Sovereign,Public Warning,Love Me Or Hate Me,47,[],34
572,Jack Johnson,Brushfire Fairytales (Bonus Version),Flake,75,['neo mellow'],74
573,Perssons Pack,Äkta Hjärtan,Tusen dagar härifrån,42,['classic swedish pop'],31
574,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,Dirty to the Bone,81,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",70
575,Miriam Bryant,Så mycket bättre - Sven-Bertil Taubes dag,Ett sista glas,61,"['swedish idol pop', 'swedish pop', 'swedish pop rap']",59
576,A Great Big World,Is There Anybody Out There?,I Really Want It,75,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",62
577,Lars Winnerbäck,Söndermarken,Åt samma håll,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
578,Hjalmer,Folk Som Os,Folk Som Os,46,['danish pop'],44
579,Imagine Dragons,Night Visions,It's Time,88,"['modern rock', 'rock']",86
580,Hogland,The Night,The Night - Janji Edit,63,"['deep house', 'deep pop edm', 'deep tropical house', 'edm', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",53
581,Bruno Mars,Finesse (Remix) [feat. Cardi B],Finesse - Remix; feat. Cardi B,78,"['dance pop', 'pop']",86
582,Gregory Alan Isakov,The Weatherman,Amsterdam,70,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",62
583,Olle Nyman,Venture,Heart & Soul,32,"['norrbotten indie', 'swedish americana', 'swedish indie folk', 'swedish singer-songwriter']",38
584,Enya,A Day Without Rain,Only Time,71,"['celtic', 'middle earth']",69
585,The Goo Goo Dolls,Over and Over,Over and Over - RedOne and T.I. Jakke Remix,75,"['neo mellow', 'permanent wave', 'pop rock']",70
586,Coldplay,Everglow,Everglow,82,"['permanent wave', 'pop']",86
587,In This Moment,In the Air Tonight,In the Air Tonight,65,"['alternative metal', 'melodic metalcore', 'nu metal']",60
588,Hov1,Vindar på Mars,Dö ung,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
589,Rhye,Taste,Taste,65,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",60
590,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),Meet Me Halfway,82,"['dance pop', 'pop', 'pop rap']",79
591,Ison & Fille,Så mycket bättre - Niklas Strömstedts dag,Tänd ett ljus,48,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",42
592,Fleetwood Mac,Fleetwood Mac,Landslide,84,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",78
593,LÉON,Surround Me - EP,I Believe in Us,65,"['metropopolis', 'pop']",63
594,Avicii,TIM,SOS (feat. Aloe Blacc),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
595,Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness,Cecilia And The Satellite,63,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']",50
596,Plàsi,Who Are We,Who Are We,54,"['indie anthem-folk', 'indie folk', 'modern indie folk', 'swedish folk pop', 'swedish indie folk']",44
597,Paul Simon,Still Crazy After All These Years,50 Ways to Leave Your Lover,76,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",67
598,Kina Grannis,Crazy Rich Asians (Original Motion Picture Soundtrack),Can’t Help Falling in Love,71,"['acoustic pop', 'neo mellow', 'viral pop']",62
599,Sara Sangfelt,Tattoo,Neverland,38,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",53
600,Daniel Adams-Ray,Innan vi suddas ut,Precis som jag,60,['swedish pop'],52
601,Jess Glynne,All I Am,All I Am,74,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",67
602,Thomas Stenström,Fulkultur,"Elvis, Einstein och jag",69,['swedish pop'],61
603,Vargas & Lagola,More Than You Know,More Than You Know - Acoustic,52,['swedish pop'],53
604,Sarah Klang,It's Been Heaven Knowing You,It's Been Heaven Knowing You,51,"['swedish americana', 'swedish indie pop', 'swedish pop']",46
605,Klara & Jag,Du & jag,Du & jag,40,['swedish pop'],34
606,Carl Olander,Lions,Lions,12,[],2
607,Dua Lipa,Dua Lipa,IDGAF,85,"['deep underground hip hop', 'kentucky hip hop', 'rap']",86
608,Blanco White,The Wind Rose EP,Chalk,66,"['british singer-songwriter', 'indie folk']",53
609,Woodkid,Iron,Baltimore’s Fireflies,71,['chamber pop'],59
610,Macklemore & Ryan Lewis,The Heist,Jimmy Iovine (feat. Ab-Soul),83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
611,Christian Kjellvander,I saw her from here/I saw here from her,Poppies and Peonies,37,"['classic swedish pop', 'swedish americana', 'swedish singer-songwriter']",31
612,Jon Bellion,The Separation,Eyes To The Sky,71,['pop rap'],67
613,Hov1,Hov1,Gråzon,65,"['fotbollslatar', 'swedish idol pop', 'swedish pop', 'swedish pop rap']",64
614,SG Lewis,Time (feat. Rhye),Time (feat. Rhye),71,"['disco', 'mellow gold', 'soft rock']",74
615,Imperiet,Synd,Märk hur vår skugga,39,"['fotbollslatar', 'russelater']",60
616,Jonathan Johansson,Aldrig ensam,Aldrig ensam,44,"['swedish electropop', 'swedish indie pop', 'swedish pop']",40
617,Linnea Henriksson,"Du söker bråk, jag kräver dans",Min stad,58,['swedish pop'],50
618,The Lemon Pipers,The Best of the Lemon Pipers,Rice Is Nice - Single Mix,46,"['bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'psychedelic rock']",32
619,Emeli Sandé,Our Version Of Events,Clown,66,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",63
620,Emil Jensen,Om du inte står för något faller du för allt (Samlade låtar),Sländornas dag,38,"['skansk musik', 'swedish singer-songwriter']",28
621,Avicii,TIM,Heart Upon My Sleeve (feat. Imagine Dragons),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
622,Hemliga Klubben,Gå Rå,Gå Rå,39,['swedish pop'],30
623,Michael Kiwanuka,Home Again,Home Again,70,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",62
624,Tommy Körberg,Är,Stad i ljus,54,['classic swedish pop'],45
625,Matt Corby,Into The Flame,Brother,62,"['australian indie', 'australian pop']",55
626,Avicii,TIM,Peace Of Mind (feat. Vargas & Lagola),86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
627,Robyn,Body Talk Pt. 2,Indestructible - Acoustic Version,56,"['art pop', 'dance pop', 'electropop', 'europop', 'pop', 'scandipop', 'swedish electropop', 'swedish pop']",61
628,Moneybrother,Så Mycket Bättre - Tolkningarna,Tommy och hans mamma,41,"['classic swedish pop', 'swedish alternative rock', 'swedish indie rock', 'swedish pop']",36
629,Hanna Järver,So Long,Bara få va enkelt,33,['swedish electropop'],27
630,Coldplay,Ghost Stories,A Sky Full of Stars,82,"['permanent wave', 'pop']",86
631,Bastille,Bad Blood,Pompeii,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
632,LÉON,Tired of Talking,Tired of Talking,65,"['metropopolis', 'pop']",63
633,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Feel the Silence - Remix,75,"['neo mellow', 'permanent wave', 'pop rock']",70
634,Kings of Leon,Come Around Sundown,Pyro,82,"['modern rock', 'rock']",73
635,Machine Gun Kelly,Bad Things,Bad Things - With Camila Cabello,71,['ohio hip hop'],81
636,Chance Thomas,The Lord of the Rings Online: Mordor (Original Music Soundtrack),Ever On,34,"['middle earth', 'video game music']",27
637,Shinedown,Leave a Whisper,Simple Man - Acoustic,63,"['alternative metal', 'nu metal', 'post-grunge']",69
638,Marit Bergman,Molnfabriken,Ibland gråter jag bara för att tiden går,35,['swedish indie pop'],28
639,Billie The Vision & The Dancers,What's the Matter With You Boy?,"Lily Says, 'Let's Fuck the Pain Away'",35,['swedish indie pop'],38
640,Titiyo,Så mycket bättre säsong 4 - Kens dag,Själen av en vän,43,"['classic swedish pop', 'swedish americana', 'swedish punk']",45
641,Bobby Hebb,Total 60s,Sunny,67,['northern soul'],48
642,Ellen Krauss,The One I Love,The One I Love,49,['swedish pop'],43
643,Ava Max,Sweet but Psycho,Sweet but Psycho,90,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",81
644,Sebastian Krantz,Värdelösa människa,Värdelösa människa,43,['swedish idol pop'],28
645,Ron Pope,"Goodbye, Goodnight",I'm Yours,69,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",56
646,Ellie Goulding,Close To Me (feat. Swae Lee),Close To Me (with Diplo) (feat. Swae Lee),79,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",84
647,Lily Allen,"It's Not Me, It's You",Fuck You,63,"['dance pop', 'pop']",67
648,Bo Kaspers Orkester,Så mycket Bo Kaspers Orkester,Jag är vacker ikväll,51,"['classic swedish pop', 'swedish jazz', 'swedish pop', 'swedish soul']",49
649,John ME,I Am John,Skin & Bones,75,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",65
650,Ted Gärdestad,Äntligen på väg,Tid faller hårt,68,"['classic swedish pop', 'swedish pop']",59
651,Roy Orbison,The Essential Roy Orbison,I Drove All Night,43,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'suomi rock']",47
652,The Strongest Man Who Ever Lived,This Is The Way,This Is The Way,24,['swedish pop'],37
653,Moonica Mac,Alaska/All aska,Alaska/All aska,57,['swedish pop'],66
654,Watsky,Cardboard Castles,Strong As An Oak,54,"['abstract hip hop', 'comic', 'modern rock', 'pop rap']",51
655,Alan Walker,Faded,Faded,76,['electro house'],80
656,Nationalteatern,Rövarkungens ö,Vi fortsätter spela rock´n roll men vi håller på att dö,52,"['classic swedish pop', 'danspunk', 'skansk musik', 'svensk progg', 'swedish prog']",44
657,Tomas Andersson Wij,Mörkrets hastighet,Nu dör en sjöman,48,"['classic swedish pop', 'swedish alternative rock', 'swedish pop', 'swedish singer-songwriter']",41
658,Solen,Känslor säljer / Miljonär,Miljonär,56,['swedish pop'],65
659,Mel Tormé,Comin' Home Baby,Comin' Home Baby,57,"['adult standards', 'contemporary vocal jazz', 'easy listening', 'lounge', 'swing', 'vocal jazz']",47
660,Jens Lekman,Night Falls Over Kortedala,Your Arms Around Me,27,"['chamber pop', 'gothenburg indie', 'indie pop', 'swedish indie pop', 'swedish singer-songwriter']",38
661,Dean Lewis,Be Alright,Be Alright,77,"['australian pop', 'pop']",72
662,Mauro Scocco,Mauro & Pluras tågluff,Waiting On A Friend,52,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter', 'swedish soul']",41
663,Devlin,Rewind,Rewind,53,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",75
664,Arja Saijonmaa,Högt över havet,Högt över havet,44,['classic swedish pop'],30
665,Nordman,Bästa,Det sista du ser,51,"['classic swedish pop', 'danspunk', 'folkmusik', 'swedish alternative rock', 'swedish pop']",43
666,Adele,25,Water Under The Bridge,84,"['british soul', 'pop', 'pop soul', 'uk pop']",83
667,The Killers,Sam's Town,For Reasons Unknown,85,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",76
668,Lily Allen,"It's Not Me, It's You",Not Fair,63,"['dance pop', 'pop']",67
669,Billie The Vision & The Dancers,Allt jag gillar upphör,"You’d Better Watch Out, ‘Cause I Like You",35,['swedish indie pop'],38
670,Emma Bale,Fortune Cookie (feat. Milow),Fortune Cookie (feat. Milow) - Gostan Remix,56,['belgian pop'],43
671,Niklas Lind,Höst,"Samma, samma",29,['swedish jazz'],16
672,Moonica Mac,Stark & Sårbar,Deala inte - Acoustic Version,57,['swedish pop'],66
673,Macklemore & Ryan Lewis,The Heist,Cowboy Boots,83,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
674,Tommy Körberg,Tom - Nature Boy,"Mercy, Mercy, Mercy",54,['classic swedish pop'],45
675,Tjuvjakt,okokokokokokok,G-Unit & Canada Goose,62,"['swedish hip hop', 'swedish pop', 'swedish pop rap']",55
676,The Head And The Heart,Signs of Light,All We Ever Knew,56,"['folk-pop', 'indie folk', 'modern rock', 'pop rock', 'seattle indie', 'stomp and holler']",62
677,Gorillaz,Humility (feat. George Benson),Humility (feat. George Benson),84,['alternative hip hop'],78
678,Ed Sheeran,x,Afire Love,91,"['pop', 'uk pop']",90
679,Kodaline,One Day,Take Control,79,"['irish pop', 'modern rock', 'pop', 'pop rock']",70
680,Dolly Dolores,På måndag börjar jag igen,På måndag börjar jag igen,23,[],16
681,Bastille,Bad Blood,"Weight Of Living, Pt. I",76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
682,Markus Krunegård,Mänsklig värme,Vår sista dans,51,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",46
683,Jimmy Eat World,Bleed American,My Sundown,80,"['alternative rock', 'emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",65
684,Sons Of The East,Already Gone,Head For Home,61,"['australian indie folk', 'folk-pop', 'indie folk', 'stomp and holler']",57
685,John Farnham,Collections,Listen to the Wind,63,"['australian pop', 'australian rock']",55
686,David Torstensson,27,Earth and Sky,0,[],0
687,A$AP Rocky,AT.LONG.LAST.A$AP,West Side Highway (feat. James Fauntleroy),82,"['east coast hip hop', 'hip hop', 'rap', 'trap']",80
688,Bastille,All This Bad Blood,Laughter Lines,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
689,Thomas Stenström,Dreamer,Nån annan,69,['swedish pop'],61
690,The Revivalists,Men Amongst Mountains,Wish I Knew You,68,"['indie folk', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']",57
691,Family Four,Guldkorn,Härliga sommardag,34,"['classic swedish pop', 'vintage swedish pop']",26
692,VIC MENSA,The Autobiography,Coffee & Cigarettes,71,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",75
693,George Harrison,All Things Must Pass,What Is Life,73,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",65
694,Mark Knopfler,Sailing To Philadelphia,What It Is,60,"['classic rock', 'folk rock', 'mellow gold']",60
695,Erik Hassle,Hassle,Wanna Be Loved,42,['swedish pop'],37
696,Nico & Vinz,That's How You Know (feat. Kid Ink & Bebe Rexha),That's How You Know (feat. Kid Ink & Bebe Rexha),79,['pop rap'],62
697,Ana Diaz,100,100,51,['swedish pop'],44
698,Bastille,All This Bad Blood,Oblivion,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
699,Bastille,All This Bad Blood,Poet,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
700,Bastille,Bad Blood,Icarus,76,"['metropopolis', 'modern rock', 'pop', 'pop rock']",74
701,kent,Jag är inte rädd för mörkret,999,50,['norwegian pop'],43
702,Family of the Year,Through the Trees,Hero (Demo Version),69,['stomp and holler'],51
703,The White Stripes,Elephant,Black Math,84,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",69
704,Imagine Dragons,Night Visions,Demons,88,"['modern rock', 'rock']",86
705,Ron Pope,"Goodbye, Goodnight",Beautiful and Lost,69,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",56
706,Matisyahu,Akeda,Watch the Walls Melt Down,49,['reggae fusion'],56
707,Åsa Jinder,En Samling Med Åsa Jinder,Av längtan till dig,50,"['classic swedish pop', 'folkmusik', 'nyckelharpa', 'swedish fiddle', 'swedish jazz']",36
708,Charlotte Perrelli,Kommer du tro på mig,Kommer du tro på mig,48,"['classic swedish pop', 'europop', 'eurovision', 'swedish pop']",40
709,Dorothy,DOROTHY,Wicked Ones,59,"['dark disco', 'electro-pop francais', 'french indietronica', 'new french touch']",62
710,Anna Ternheim,For The Young,Keep Me In The Dark,50,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",44
711,Imagine Dragons,Night Visions,Working Man,88,"['modern rock', 'rock']",86
712,Avicii,TIM,Heaven,86,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
713,Mike Posner,The Truth,Be As You Are,79,"['dance pop', 'edm', 'pop', 'pop rap']",69
714,Mausi,Move,Move,92,['pop'],93
715,Brett Dennen,Loverboy,Comeback Kid (That's My Dog),54,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",52
716,Lars Winnerbäck,Granit och morän,Visst har vi glömt,59,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",56
