name,Size,Room,Fee,Endprice,KvMPrice,Saledate,City,District,TypeOfProperty
Vintervägen 195,101,5,4552.0,1445000,14306.930693069307,2015-7-3,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Bronsnålsgatan 5,139,5,0.0,2500000,17985.61151079137,2015-7-3,Västerås kommun,Brandthovda,Radhus
Vasagatan 26 B,33,1,1463.0,1100000,33333.333333333336,2015-7-3,Västerås kommun,Centralt,Bostadsrättslägenhet
Engelbrektsgatan 13,24,1,1795.0,750000,31250.0,2015-7-2,Västerås kommun,Centrum,Bostadsrättslägenhet
Blomstergatan 13,30,5,1859.0,600000,20000.0,2015-7-2,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Trådarön 1,37,2,0.0,1200000,32432.432432432433,2015-7-1,Västerås kommun,Trådarön,Fritidshus
Bondebacken 13 A,92,3,4715.0,1800000,19565.217391304348,2015-7-1,Västerås kommun,Västermalm,Bostadsrättslägenhet
Bondebacken 14B,18,6,1332.0,650000,36111.11111111111,2015-7-1,Västerås kommun,Centralt/bondebacken,Bostadsrättslägenhet
Morkullegatan 68,87,3,4472.0,970000,11149.425287356322,2015-7-1,Västerås kommun,Råby - morkullan,Bostadsrättslägenhet
Ringduvegatan 83,68,2,3380.0,960000,14117.64705882353,2015-6-31,Västerås kommun,Råby,Bostadsrättslägenhet
Åsenborgsvägen 80,42,2,0.0,325000,7738.0952380952385,2015-6-31,Västerås kommun,Hälla,Fritidshus
Odensvigatan 7,62,5,3409.0,950000,15322.58064516129,2015-6-31,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Rönnbyvägen 1,80,5,5587.0,1495000,18687.5,2015-6-30,Västerås kommun,Rönnby,Bostadsrättslägenhet
Lövhagsgatan 71,61,2,3714.0,540000,8852.459016393443,2015-6-30,Västerås kommun,Råby,Bostadsrättslägenhet
Norra Ringvägen 27B,48,5,2844.0,1280000,26666.666666666668,2015-6-30,Västerås kommun,Centralt,Bostadsrättslägenhet
Patentgatan,83,3,4415.0,1758000,21180.722891566264,2015-6-30,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Knutsgatan 5C,49,2,2542.0,1740000,35510.204081632655,2015-6-30,Västerås kommun,Centralt,Bostadsrättslägenhet
Furugatan 3 C,49,5,3150.0,880000,17959.183673469386,2015-6-30,Västerås kommun,Haga,Bostadsrättslägenhet
Vetterslundsgatan 46,97,5,5793.0,950000,9793.814432989691,2015-6-30,Västerås kommun,Vetterslund,Bostadsrättslägenhet
Backatorpsvägen 11,48,3,0.0,680000,14166.666666666666,2015-6-29,Västerås kommun,Nyckelön/kvicksund,Fritidshus
Kilagatan 14,79,5,5320.0,1200000,15189.87341772152,2015-6-28,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Vintervägen 11,80,3,4350.0,1020000,12750.0,2015-6-27,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Fogdegatan 2C,140,5,5809.0,2800000,20000.0,2015-6-27,Västerås kommun,Kristiansborg,Bostadsrättslägenhet
Ringduvegatan 91,82,3,3948.0,980000,11951.219512195123,2015-6-27,Västerås kommun,Råby,Bostadsrättslägenhet
Broarna 5,105,4,0.0,1550000,14761.904761904761,2015-6-27,Västerås kommun,Broarna - romfartuna- käppling,Villa
Benvägen 49,88,5,5826.0,670000,7613.636363636364,2015-6-27,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Skjutbanegatan 3 D,80,1,4439.0,925000,11562.5,2015-6-26,Västerås kommun,Norra haga,Bostadsrättslägenhet
Drottninggatan 32 D,34,5,2895.0,750000,22058.823529411766,2015-6-24,Västerås kommun,Lustigkulla/jakobsberg,Bostadsrättslägenhet
Rekylgatan 4,65,3,3793.0,1000000,15384.615384615385,2015-6-23,Västerås kommun,Haga,Bostadsrättslägenhet
N Skjutbanegatan 12F,59,5,3890.0,595000,10084.745762711864,2015-6-22,Västerås kommun,Haga,Bostadsrättslägenhet
Svärdsliljegatan 5a,69,5,3991.0,850000,12318.840579710144,2015-6-22,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Sturegatan 7,76,2,4428.0,1590000,20921.052631578947,2015-6-22,Västerås kommun,Centralt,Bostadsrättslägenhet
Odensvigatan 7,31,1,1945.0,580000,18709.677419354837,2015-6-22,Västerås kommun,Västerås,Bostadsrättslägenhet
Lövhagsgatan 65,63,2,3836.0,655000,10396.825396825398,2015-6-20,Västerås kommun,Råby,Bostadsrättslägenhet
Norra Skjutbanegatan 27 A,67,9,3337.0,980000,14626.865671641792,2015-6-20,Västerås kommun,Haga,Bostadsrättslägenhet
Tortuna Nortuna 3,34,2,0.0,630000,18529.41176470588,2015-6-18,Västerås kommun,Tortuna,Fritidshus
Kopparbergsvägen 24b,76,5,5793.0,1100000,14473.684210526315,2015-6-18,Västerås kommun,Centralt,Bostadsrättslägenhet
Vetterslundsgatan 132,144,6,0.0,1930000,13402.777777777777,2015-6-17,Västerås kommun,Vetterslund,Radhus
Blomstergatan 4,53,2,2944.0,1040000,19622.64150943396,2015-6-17,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Thuregatan 1,144,4,0.0,3170000,22013.88888888889,2015-6-16,Västerås kommun,Jakobsberg/ormberget,Villa
Karbenningsgatan 4D,67,2,3153.0,1050000,15671.641791044776,2015-6-16,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Stora Gatan 24,95,3,5384.0,2025000,21315.78947368421,2015-6-15,Västerås kommun,City,Bostadsrättslägenhet
Bondebacken 16,36,5,2508.0,1010000,28055.555555555555,2015-6-15,Västerås kommun,Centralt/bondebacken,Bostadsrättslägenhet
Norra Ringvägen 27B,38,1,2410.0,750000,19736.842105263157,2015-6-14,Västerås kommun,Centralt/karlsdal,Bostadsrättslägenhet
Södra Billstagatan 19,90,5,0.0,2350000,26111.11111111111,2015-6-13,Västerås kommun,Billsta,Villa
Ringduvegatan 33,87,3,4494.0,775000,8908.045977011494,2015-6-13,Västerås kommun,Råby,Bostadsrättslägenhet
Rekylgatan 6,36,5,2328.0,550000,15277.777777777777,2015-6-13,Västerås kommun,Haga,Bostadsrättslägenhet
Bandverksgatan 36,96,4,0.0,1350000,14062.5,2015-6-13,Västerås kommun,Bäckby,Radhus
Bessemergatan 35,97,4,0.0,1450000,14948.453608247422,2015-6-11,Västerås kommun,Bäckby,Radhus
Träsnidarvägen 38,122,5,0.0,2480000,20327.868852459018,2015-6-10,Västerås kommun,Eriksborg,Radhus
Mangelgatan 1,185,7,0.0,2750000,14864.864864864865,2015-6-10,Västerås kommun,Skälby,Villa
Gunnilbogatan 14C,43,1,2835.0,650000,15116.279069767443,2015-6-10,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Odensvigatan 7,79,5,4546.0,895000,11329.113924050633,2015-6-10,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Bohusvägen 37,159,8,0.0,2850000,17924.528301886792,2015-6-9,Västerås kommun,Gryta,Radhus
Älvkullevägen 12A,86,5,5010.0,1975000,22965.116279069767,2015-6-9,Västerås kommun,Älvkullevägen 12a,Bostadsrättslägenhet
Älvkullevägen 6A,86,5,5010.0,1975000,22965.116279069767,2015-6-9,Västerås kommun,Älvkullevägen 6a,Bostadsrättslägenhet
Skjutbanegatan 7A,33,5,2149.0,630000,19090.909090909092,2015-6-9,Västerås kommun,Haga,Bostadsrättslägenhet
Timmermansgatan 6,30,2,2997.0,630000,21000.0,2015-6-9,Västerås kommun,Centralt,Bostadsrättslägenhet
Kungsåra råby 5,49,4,0.0,590000,12040.816326530612,2015-6-9,Västerås kommun,Kungsåra / landet,Fritidshus
Kungsfågelgatan 85,81,9,5133.0,525000,6481.481481481482,2015-6-9,Västerås kommun,Råby,Bostadsrättslägenhet
Fjärdhundragatan 23 A,40,1,2497.0,450000,11250.0,2015-6-9,Västerås kommun,Norra malmaberg,Bostadsrättslägenhet
Rotorvägen 4,77,5,4717.0,1700000,22077.922077922078,2015-6-8,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Blomstergatan 11,73,5,3627.0,1450000,19863.013698630137,2015-6-8,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Rekylgatan 4,65,3,3723.0,950000,14615.384615384615,2015-6-8,Västerås kommun,Norra haga,Bostadsrättslägenhet
Gränsta 16,42,2,0.0,500000,11904.761904761905,2015-6-7,Västerås kommun,Gränsta koloniområde,Fritidshus
Spantgatan 9 C,41,5,3043.0,785000,19146.341463414636,2015-6-7,Västerås kommun,Stohagen,Bostadsrättslägenhet
Narvavägen 56,80,5,3613.0,930000,11625.0,2015-6-6,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Backsippsgatan 13C,53,2,3628.0,820000,15471.698113207547,2015-6-6,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Mjölnarvägen 6,91,3,0.0,2100000,23076.923076923078,2015-6-6,Västerås kommun,Skultuna,Villa
Kumlagatan 3,79,5,4189.0,1120000,14177.215189873417,2015-6-6,Västerås kommun,Odensvi,Bostadsrättslägenhet
Odensvigatan 3,79,5,4591.0,1050000,13291.139240506329,2015-6-6,Västerås kommun,Odensvi,Bostadsrättslägenhet
Liegatan 230,103,4,0.0,1770000,17184.466019417476,2015-6-4,Västerås kommun,Hammarby,Radhus
Flisavägen 19,88,5,4397.0,900000,10227.272727272728,2015-6-3,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Ullvigatan 45 G,62,2,3450.0,975000,15725.806451612903,2015-6-3,Västerås kommun,Irsta,Bostadsrättslägenhet
Norra Skjutbanegatan 14B,69,3,3463.0,860000,12463.768115942028,2015-6-3,Västerås kommun,Haga,Bostadsrättslägenhet
Brygghusgatan 52,125,5,0.0,2120000,16960.0,2015-6-3,Västerås kommun,Vallby,Radhus
Jaktvårdsgatan 16,103,6,0.0,3610000,35048.54368932039,2015-6-3,Västerås kommun,Nordanby,Villa
Skyttegatan 6B,40,5,2796.0,695000,17375.0,2015-6-3,Västerås kommun,Haga,Bostadsrättslägenhet
Relävägen 1,100,4,5774.0,1400000,14000.0,2015-6-3,Västerås kommun,Aseastan,Bostadsrättslägenhet
Johanneshöjden 2,100,5,5162.0,3050000,30500.0,2015-6-2,Västerås kommun,Centralt,Bostadsrättslägenhet
Vegagatan 2C,43,2,2849.0,900000,20930.232558139534,2015-6-2,Västerås kommun,Vega,Bostadsrättslägenhet
Tegnérgatan 3,86,3,4424.0,2320000,26976.74418604651,2015-6-2,Västerås kommun,Korsängsgärdet/hemdal,Bostadsrättslägenhet
Lövhagsgatan 37 nb,61,2,3713.0,450000,7377.049180327869,2015-6-1,Västerås kommun,Råby,Bostadsrättslägenhet
Härnevigatan 7B,60,2,2751.0,830000,13833.333333333334,2015-6-1,Västerås kommun,Härnevigatan 7b,Bostadsrättslägenhet
Sundtorpsvägen 11,53,3,0.0,2000000,37735.84905660377,2015-6-1,Västerås kommun,Tidö björnö,Fritidshus
Tulpangatan 30,96,4,0.0,2300000,23958.333333333332,2015-6-1,Västerås kommun,Norra gryta,Radhus
Bangatan 25,33,1,1687.0,600000,18181.81818181818,2015-5-30,Västerås kommun,Nordanby gärde,Bostadsrättslägenhet
Rödrävsgatan 43,188,7,0.0,3650000,19414.893617021276,2015-5-30,Västerås kommun,Önsta gryta (södra delen),Villa
Gunnilbogatan 28 B,75,6,3520.0,1550000,20666.666666666668,2015-5-29,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Tessingatan 1A,70,3,3679.0,1400000,20000.0,2015-5-29,Västerås kommun,Centralt,Bostadsrättslägenhet
Välljärnsgatan 490,66,5,3900.0,470000,7121.212121212121,2015-5-29,Västerås kommun,Bäckby,Bostadsrättslägenhet
Johanneshöjden  4,75,3,4043.0,1700000,22666.666666666668,2015-5-29,Västerås kommun,Centralt/karlsdal,Bostadsrättslägenhet
Kaserngatan 59,62,2,3470.0,950000,15322.58064516129,2015-5-29,Västerås kommun,Viksäng,Bostadsrättslägenhet
Oxbacksgatan 6,57,2,3679.0,1320000,23157.894736842107,2015-5-29,Västerås kommun,Centralt/oxbacken,Bostadsrättslägenhet
Flisavägen 49,88,5,4688.0,775000,8806.818181818182,2015-5-29,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Karlsgatan 15 B,70,5,5715.0,1500000,21428.571428571428,2015-5-29,Västerås kommun,Centrum,Bostadsrättslägenhet
Flisavägen 12,88,5,4631.0,950000,10795.454545454546,2015-5-28,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Stenhagsgatan 16,121,4,7499.0,1675000,13842.97520661157,2015-5-28,Västerås kommun,Viksäng,Bostadsrättslägenhet
Norra Skjutbanegatan 23 A,56,3,2832.0,940000,16785.714285714286,2015-5-28,Västerås kommun,Haga,Bostadsrättslägenhet
Östra Tullgatan 2,60,2,3894.0,1540000,25666.666666666668,2015-5-27,Västerås kommun,Centralt,Bostadsrättslägenhet
Skjutbanegatan 17C,68,1,3628.0,1200000,17647.058823529413,2015-5-27,Västerås kommun,Haga,Bostadsrättslägenhet
Gunnilbogatan 6B,59,2,4075.0,735000,12457.627118644068,2015-5-27,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Bangatan 37,63,5,2879.0,910000,14444.444444444445,2015-5-26,Västerås kommun,Nordanby,Bostadsrättslägenhet
SANKTA URSULAS VÄG 2 Aa,59,2,2745.0,1800000,30508.474576271186,2015-5-26,Västerås kommun,Blåsbo,Bostadsrättslägenhet
Stentorpsgatan 28A,58,5,3428.0,800000,13793.103448275862,2015-5-26,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Dragverksgatan 3,76,5,4336.0,770000,10131.578947368422,2015-5-26,Västerås kommun,Bäckby,Bostadsrättslägenhet
Bandverksgatan 98,111,4,5318.0,1550000,13963.963963963964,2015-5-26,Västerås kommun,Bäckby,Bostadsrättslägenhet
"Klockargatan 10C, 3tr",65,9,3285.0,1120000,17230.76923076923,2015-5-26,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Rudbecksgatan 4A,54,2,3140.0,1510000,27962.962962962964,2015-5-26,Västerås kommun,Centralt,Bostadsrättslägenhet
Norra Skjutbanegatan 19 B,68,6,3316.0,890000,13088.235294117647,2015-5-26,Västerås kommun,Haga,Bostadsrättslägenhet
Rörverksgatan 58,94,4,0.0,1897000,20180.85106382979,2015-5-26,Västerås kommun,Bäckby,Villa
Markörgatan 4 C,51,2,3644.0,850000,16666.666666666668,2015-5-26,Västerås kommun,Haga,Bostadsrättslägenhet
Vetterslundsgatan 76,77,5,4597.0,800000,10389.61038961039,2015-5-26,Västerås kommun,Vetterslund,Bostadsrättslägenhet
Stångjärnsgatan 163,127,4,0.0,1705000,13425.1968503937,2015-5-25,Västerås kommun,Bäckby,Radhus
Flisavägen 44,39,9,2309.0,330000,8461.538461538461,2015-5-25,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Emausgatan 21 A,39,1,2256.0,700000,17948.71794871795,2015-5-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Bangatan 33B,74,5,3228.0,995000,13445.945945945947,2015-5-24,Västerås kommun,Nordanby,Bostadsrättslägenhet
Långmårtensgatan 8B,54,5,3801.0,775000,14351.851851851852,2015-5-24,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Stora Gatan 2D,54,2,3650.0,1600000,29629.62962962963,2015-5-24,Västerås kommun,Östermalm,Bostadsrättslägenhet
Svedjevägen 2,120,5,0.0,2730000,22750.0,2015-5-24,Västerås kommun,Guldkullen/norra bjurhovda,Villa
Lista gård 1,380,12,0.0,11000000,28947.36842105263,2015-5-24,Västerås kommun,Lista,Gård
Narvavägen 38,80,5,3613.0,970000,12125.0,2015-5-24,Västerås kommun,Vetterstorp,Bostadsrättslägenhet
Siggesborgsgatan 11 B,30,1,1841.0,640000,21333.333333333332,2015-5-23,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Gunnilbogatan 34 b,75,5,3445.0,1100000,14666.666666666666,2015-5-23,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Backsippsgatan 21D,53,2,3628.0,850000,16037.735849056604,2015-5-23,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Karlsgatan 15b,82,3,6738.0,1350000,16463.414634146342,2015-5-23,Västerås kommun,Centrum,Bostadsrättslägenhet
Källhagsgatan 1 J,49,5,3149.0,950000,19387.755102040817,2015-5-23,Västerås kommun,Haga,Bostadsrättslägenhet
Regattagatan 6,83,1,4793.0,2435000,29337.349397590362,2015-5-23,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Gullkragegatan 19,128,5,0.0,2000000,15625.0,2015-5-22,Västerås kommun,Nordanby,Radhus
Relävägen 6,82,3,4799.0,1035000,12621.951219512195,2015-5-22,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Skafferivägen 4,106,5,0.0,2100000,19811.32075471698,2015-5-22,Västerås kommun,Skälby,Radhus
Nyckelövägen 7,80,4,0.0,2350000,29375.0,2015-5-22,Västerås kommun,Mellansundet,Villa
Norra Skjutbanegatan 20A,59,6,3514.0,675000,11440.677966101695,2015-5-21,Västerås kommun,Haga,Bostadsrättslägenhet
Sjötullsgatan 6,104,3,5949.0,2650000,25480.76923076923,2015-5-18,Västerås kommun,Östra hamnen,Bostadsrättslägenhet
Källhagsgatan 6A,47,2,3178.0,820000,17446.808510638297,2015-5-18,Västerås kommun,Haga,Bostadsrättslägenhet
Norrskensgatan 4,125,5,0.0,3730000,29840.0,2015-5-18,Västerås kommun,Talltorp,Villa
KLOCKARGATAN  8 c,77,3,3704.0,1200000,15584.415584415585,2015-5-18,Västerås kommun,Klockartorpet,Bostadsrättslägenhet
Norra Hökåsvägen 12,84,5,0.0,1825000,21726.190476190477,2015-5-18,Västerås kommun,Hökåsen,Radhus
Lövhagsgatan 77,53,1,3226.0,365000,6886.792452830188,2015-5-18,Västerås kommun,Råby,Bostadsrättslägenhet
Östermalmsgatan 15,30,1,2875.0,575000,19166.666666666668,2015-5-18,Västerås kommun,Centrum,Bostadsrättslägenhet
Rudbecksgatan 4 B,38,1,2288.0,850000,22368.42105263158,2015-5-18,Västerås kommun,Centralt,Bostadsrättslägenhet
Geijersgatan 13,121,5,0.0,2750000,22727.272727272728,2015-5-18,Västerås kommun,Hemdal/folkets park,Radhus
Gruvvägen 10,127,5,0.0,3400000,26771.653543307086,2015-5-18,Västerås kommun,Brottberga,Villa
Ringduvegatan 25,87,3,4204.0,905000,10402.298850574713,2015-5-18,Västerås kommun,Råby/ringduvan,Bostadsrättslägenhet
Torvtaksvägen 36,123,5,0.0,3335000,27113.82113821138,2015-5-18,Västerås kommun,Brottberga,Villa
Stohagsvägen 39B,51,2,4150.0,670000,13137.254901960785,2015-5-17,Västerås kommun,Stohagen,Bostadsrättslägenhet
Bärnstensgatan 4,139,6,0.0,1995000,14352.51798561151,2015-5-17,Västerås kommun,Brandthovda,Radhus
Reagatan 9,130,5,0.0,3175000,24423.076923076922,2015-5-17,Västerås kommun,Berghamra,Villa
Brynhilds Väg 28,119,5,0.0,2000000,16806.722689075632,2015-5-17,Västerås kommun,Irsta,Radhus
Härnevigatan 38,105,5,0.0,2400000,22857.14285714286,2015-5-17,Västerås kommun,Skiljebo,Radhus
Labradorvägen 58,90,3,4268.0,1700000,18888.88888888889,2015-5-17,Västerås kommun,Gryta,Bostadsrättslägenhet
Timmelsta 2,160,6,0.0,3100000,19375.0,2015-5-17,Västerås kommun,Timmelsta,Villa
Vetterslundsgatan 230,126,4,0.0,1995000,15833.333333333334,2015-5-17,Västerås kommun,Vetterslund,Radhus
Isbjörnsvägen 9,130,5,0.0,2850000,21923.076923076922,2015-5-16,Västerås kommun,Hökåsen,Villa
Flitstigen 8,60,4,0.0,1850000,30833.333333333332,2015-5-16,Västerås kommun,Frösåker,Villa
Tunbyvägen 78,128,4,0.0,3250000,25390.625,2015-5-16,Västerås kommun,Tunby,Villa
Källgatan 11 B,28,1,1458.0,710000,25357.14285714286,2015-5-16,Västerås kommun,Centrum,Bostadsrättslägenhet
Axel Oxenstiernas Gata 4,72,3,3590.0,750000,10416.666666666666,2015-5-15,Västerås kommun,Bäckby,Bostadsrättslägenhet
Kumlagatan 3,78,3,4501.0,725000,9294.871794871795,2015-5-15,Västerås kommun,Odensvi,Bostadsrättslägenhet
Tessingatan 5C,45,1,2379.0,1370000,30444.444444444445,2015-5-14,Västerås kommun,Centralt,Bostadsrättslägenhet
Johanneshöjden 4,64,2,3369.0,1400000,21875.0,2015-5-13,Västerås kommun,Centralt/karlsdal,Bostadsrättslägenhet
Östermalmsgatan 5,65,2,3596.0,1900000,29230.76923076923,2015-5-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Stångjärnsgatan 199,125,4,0.0,1365000,10920.0,2015-5-12,Västerås kommun,Bäckby,Radhus
Östra Hamngatan 2,48,2,2888.0,1730000,36041.666666666664,2015-5-12,Västerås kommun,Östra hamnen,Bostadsrättslägenhet
Norra Floragatan 24 C,98,4,6424.0,1795000,18316.326530612245,2015-5-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Källhagsgatan 4B,36,1,2389.0,700000,19444.444444444445,2015-5-12,Västerås kommun,Haga,Bostadsrättslägenhet
Gunnilbogatan 26A,54,2,2799.0,720000,13333.333333333334,2015-5-12,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Gunnilbogatan 24C,53,8,2866.0,805000,15188.67924528302,2015-5-12,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Emausgatan 21A,83,4,4563.0,1015000,12228.915662650603,2015-5-12,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Gråsparvsvägen 1,84,3,5114.0,550000,6547.619047619048,2015-5-12,Västerås kommun,Råby,Bostadsrättslägenhet
Skafferivägen 24,106,4,0.0,2275000,21462.264150943396,2015-5-12,Västerås kommun,Skälby,Radhus
Knotavägen 26,67,2,5075.0,455000,6791.044776119403,2015-5-12,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Rudbecksgatan 4B,38,1,2288.0,1000000,26315.78947368421,2015-5-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Flugspögatan 1,149,8,0.0,5050000,33892.61744966443,2015-5-12,Västerås kommun,Hamre,Villa
Benvägen 20,86,5,4182.0,865000,10058.139534883721,2015-5-12,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Radhusvägen 6,104,4,0.0,1595000,15336.538461538461,2015-5-12,Västerås kommun,Tillberga,Villa
Skjutbanegatan 3C,99,9,5175.0,920000,9292.929292929293,2015-5-12,Västerås kommun,Haga,Bostadsrättslägenhet
Vetterslundsgatan 238,126,4,0.0,2200000,17460.31746031746,2015-5-12,Västerås kommun,Vetterslund,Radhus
Härnevigatan 13B,73,3,3181.0,1100000,15068.493150684932,2015-5-12,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Västra Ringvägen 10 B,83,4,5078.0,2125000,25602.409638554218,2015-5-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Stora Gatan 1D,95,4,6119.0,2050000,21578.947368421053,2015-5-12,Västerås kommun,Centralt,Bostadsrättslägenhet
Norrbygatan 13,127,5,0.0,2165000,17047.24409448819,2015-5-12,Västerås kommun,Malmaberg,Villa
Patentgatan,52,2,2766.0,1375000,26442.30769230769,2015-5-12,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Patentgatan,69,2,3671.0,1690000,24492.753623188404,2015-5-12,Västerås kommun,Tegnérlunden,Bostadsrättslägenhet
Odensvigatan 5,96,4,5044.0,975000,10156.25,2015-5-12,Västerås kommun,Skiljebo,Bostadsrättslägenhet
Fornminnesgatan 1,198,8,0.0,3100000,15656.565656565657,2015-5-12,Västerås kommun,Brandthovda,Villa
Rekylgatan 10,36,5,2387.0,490000,13611.111111111111,2015-5-12,Västerås kommun,Haga,Bostadsrättslägenhet
Narvavägen 59,61,5,4041.0,800000,13114.754098360656,2015-5-12,Västerås kommun,Krumeluren,Bostadsrättslägenhet
Svinskärsvägen 31,70,3,0.0,8150000,116428.57142857143,2015-5-12,Västerås kommun,Kvicksund,Fritidshus
Mjölvägen 10,128,6,0.0,2710000,21171.875,2015-5-12,Västerås kommun,Skälby,Villa
Kronhjortsgatan 41,139,8,0.0,3585000,25791.36690647482,2015-5-11,Västerås kommun,Gryta,Villa
Svanågatan 19,162,5,0.0,3550000,21913.58024691358,2015-5-11,Västerås kommun,Nordanby,Villa
Emausgatan 21B,38,1,2203.0,725000,19078.947368421053,2015-5-11,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Blomstergatan 25,75,3,3784.0,1300000,17333.333333333332,2015-5-11,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Adolf Zethelius Gata 3,65,2,3358.0,520000,8000.0,2015-5-10,Västerås kommun,Bäckby,Bostadsrättslägenhet
Svärdsgatan 6,176,7,0.0,3375000,19176.136363636364,2015-5-10,Västerås kommun,Viksäng,Villa
Stentorpsgatan 23 A,41,5,2489.0,460000,11219.512195121952,2015-5-10,Västerås kommun,Stentorpet,Bostadsrättslägenhet
Blomstergatan 8,58,2,3368.0,950000,16379.310344827587,2015-5-10,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Gunnilbogatan 28B,54,2,2799.0,900000,16666.666666666668,2015-5-9,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Narvavägen 59,69,5,4240.0,850000,12318.840579710144,2015-5-9,Västerås kommun,Hammarby,Bostadsrättslägenhet
Runslingegatan 10,162,6,0.0,3270000,20185.185185185186,2015-5-9,Västerås kommun,Branthovda,Villa
Julrosvägen 87,109,5,5178.0,1700000,15596.330275229358,2015-5-9,Västerås kommun,Norra gryta,Bostadsrättslägenhet
Narvavägen 47,71,3,4582.0,940000,13239.43661971831,2015-5-9,Västerås kommun,Hammarby / krumeluren,Bostadsrättslägenhet
Spantgatan 13A,54,2,3882.0,800000,14814.814814814816,2015-5-8,Västerås kommun,Stohagen,Bostadsrättslägenhet
Lospånga Byväg 52,151,6,0.0,2330000,15430.46357615894,2015-5-8,Västerås kommun,Lospånga by,Villa
Axel Oxenstiernas Gata 22,78,3,3934.0,735000,9423.076923076924,2015-5-8,Västerås kommun,Bäckby,Bostadsrättslägenhet
Gunnilbogatan 20 B,66,3,3172.0,920000,13939.39393939394,2015-5-8,Västerås kommun,Malmaberg,Bostadsrättslägenhet
Gränsta 157,40,3,0.0,360000,9000.0,2015-5-7,Västerås kommun,Gränsta koloniområde,Other
Knotavägen 9,88,5,5111.0,625000,7102.272727272727,2015-5-7,Västerås kommun,Bjurhovda,Bostadsrättslägenhet
Herrgärdsgatan 4B,106,3,4716.0,2550000,24056.603773584906,2015-5-5,Västerås kommun,Centralt,Bostadsrättslägenhet
Smältverksgatan 60,92,5,5246.0,1125000,12228.260869565218,2015-5-5,Västerås kommun,Västra bäckby,Bostadsrättslägenhet
Irsta Kyrkby 3,136,5,0.0,2850000,20955.882352941175,2015-5-5,Västerås kommun,Irsta,Villa
Blomstergatan 2,69,3,3843.0,1130000,16376.811594202898,2015-5-5,Västerås kommun,Gideonsberg,Bostadsrättslägenhet
Frihetsvägen 12,170,7,0.0,4450000,26176.470588235294,2015-5-5,Västerås kommun,Hammarby stadshage,Villa
Vasagatan 32,130,4,6317.0,3100000,23846.153846153848,2015-5-5,Västerås kommun,Centrum,Bostadsrättslägenhet
Vintervägen 49,101,5,4552.0,1310000,12970.29702970297,2015-5-5,Västerås kommun,Hökåsen,Bostadsrättslägenhet
Spinnakergatan 2,81,3,4485.0,2500000,30864.197530864196,2015-5-5,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
Vegagatan 6D,53,5,3601.0,1050000,19811.32075471698,2015-5-4,Västerås kommun,Vega,Bostadsrättslägenhet
Öster Mälarstrands allé 149,70,2,2899.0,3100000,44285.71428571428,2015-5-4,Västerås kommun,Öster mälarstrand,Bostadsrättslägenhet
